prolific_pid,participant_id,block,trial,trial_in_block,video_present,offer_up,offer_down,choice_card,choice_key,rt,reward,p_win_chosen,p_win_up,p_win_down,coins_delta,coins_total,screen_id,window_status,is_correct,reward_oneback,stay_card,stay_key
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,114,14,false,3,4,4,down,2524,loss,0.1222,0.5889,0.1222,-1,-18,main_trial,ok,0,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,115,15,false,3,2,3,up,1234,win,0.547,0.547,0.6578,1,-17,main_trial,ok,0,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,116,16,false,2,1,1,down,1569,win,0.6054,0.6715,0.6054,1,-16,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,117,17,false,2,3,3,down,2318,loss,0.527,0.6697,0.527,-1,-17,main_trial,ok,0,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,118,18,false,1,3,3,down,2225,loss,0.5061,0.525,0.5061,-1,-18,main_trial,ok,0,loss,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,119,19,false,3,2,3,up,1269,loss,0.5371,0.5371,0.655,-1,-19,main_trial,ok,0,loss,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,120,20,false,2,4,2,up,2031,win,0.6733,0.6733,0.2145,1,-18,main_trial,ok,1,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,121,21,false,4,2,4,up,2100,loss,0.2592,0.2592,0.7039,-1,-19,main_trial,ok,0,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,122,22,false,1,4,4,down,1772,win,0.2811,0.5859,0.2811,1,-18,main_trial,ok,0,loss,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,123,23,false,3,1,3,up,966,win,0.4914,0.4914,0.5239,1,-17,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,124,24,false,2,4,4,down,1257,loss,0.1568,0.7197,0.1568,-1,-18,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,125,25,false,1,4,1,up,1734,win,0.6195,0.6195,0.14,1,-17,main_trial,ok,1,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,126,26,false,4,1,1,down,1640,win,0.6506,0.1014,0.6506,1,-16,main_trial,ok,1,win,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,127,27,false,3,4,3,up,1250,win,0.5533,0.5533,0.1106,1,-15,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,128,28,false,4,3,3,down,1390,win,0.5118,0.1568,0.5118,1,-14,main_trial,ok,1,win,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,129,29,false,1,4,1,up,1441,loss,0.7055,0.7055,0.1591,-1,-15,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,130,30,false,4,1,1,down,638,win,0.6841,0.248,0.6841,1,-14,main_trial,ok,1,loss,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,131,31,false,4,2,4,up,1148,loss,0.2809,0.2809,0.8628,-1,-15,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,132,32,false,3,1,3,up,1125,win,0.4792,0.4792,0.6515,1,-14,main_trial,ok,0,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,133,33,false,4,1,1,down,1311,win,0.6688,0.2652,0.6688,1,-13,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,134,34,false,3,2,3,up,973,loss,0.4778,0.4778,0.8535,-1,-14,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,135,35,false,1,2,1,up,1414,win,0.6797,0.6797,0.8728,1,-13,main_trial,ok,0,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,136,36,false,2,1,2,up,1676,win,0.8982,0.8982,0.697,1,-12,main_trial,ok,1,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,137,37,false,4,1,1,down,2250,win,0.5724,0.3022,0.5724,1,-11,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,138,38,false,3,4,3,up,2247,loss,0.5445,0.5445,0.1968,-1,-12,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,139,39,false,4,2,4,up,1465,loss,0.2248,0.2248,0.8932,-1,-13,main_trial,ok,0,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,140,40,false,2,4,4,down,1565,win,0.2064,0.8382,0.2064,1,-12,main_trial,ok,0,loss,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,141,41,false,2,4,4,down,805,loss,0.2684,0.8829,0.2684,-1,-13,main_trial,ok,0,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,142,42,false,2,4,4,down,882,loss,0.2606,0.8909,0.2606,-1,-14,main_trial,ok,0,loss,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,143,43,false,4,3,3,down,1261,loss,0.5679,0.2427,0.5679,-1,-15,main_trial,ok,1,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,144,44,false,2,3,3,down,651,win,0.5413,0.7782,0.5413,1,-14,main_trial,ok,0,loss,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,145,45,false,4,1,1,down,3024,loss,0.3349,0.3165,0.3349,-1,-15,main_trial,ok,1,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,146,46,false,4,2,2,down,1112,win,0.819,0.2189,0.819,1,-14,main_trial,ok,1,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,147,47,false,4,3,3,down,761,win,0.5112,0.1282,0.5112,1,-13,main_trial,ok,1,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,148,48,false,4,1,1,down,1199,loss,0.5825,0.1457,0.5825,-1,-14,main_trial,ok,1,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,149,49,false,3,1,1,down,1420,win,0.6498,0.4761,0.6498,1,-13,main_trial,ok,1,loss,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,3,150,50,false,3,2,3,up,1416,loss,0.5485,0.5485,0.7698,-1,-14,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,151,1,true,2,3,3,down,956,win,0.5922,0.7306,0.5922,1,-13,main_trial,ok,0,loss,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,152,2,true,2,3,3,down,843,win,0.5903,0.7356,0.5903,1,-12,main_trial,ok,0,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,153,3,true,2,3,3,down,598,win,0.6156,0.7188,0.6156,1,-11,main_trial,ok,0,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,154,4,true,2,3,3,down,427,win,0.5789,0.7168,0.5789,1,-10,main_trial,ok,0,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,155,5,true,1,4,4,down,2863,loss,0.3083,0.6458,0.3083,-1,-11,main_trial,ok,0,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,157,7,true,2,3,3,down,1479,win,0.5997,0.7581,0.5997,1,-9,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,158,8,true,1,3,3,down,1005,win,0.5636,0.4474,0.5636,1,-8,main_trial,ok,1,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,159,9,true,2,3,3,down,522,win,0.5952,0.7007,0.5952,1,-7,main_trial,ok,0,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,160,10,true,2,4,2,up,1346,loss,0.6162,0.6162,0.4219,-1,-8,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,161,11,true,4,1,4,up,1613,win,0.4413,0.4413,0.4294,1,-7,main_trial,ok,1,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,162,12,true,3,4,3,up,1138,win,0.4933,0.4933,0.4427,1,-6,main_trial,ok,1,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,164,14,true,2,1,1,down,2099,loss,0.3772,0.5112,0.3772,-1,-8,main_trial,ok,0,loss,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,165,15,true,1,2,2,down,674,win,0.42,0.3554,0.42,1,-7,main_trial,ok,1,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,166,16,true,3,4,3,up,698,loss,0.5866,0.5866,0.4338,-1,-8,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,167,17,true,1,2,2,down,919,loss,0.4036,0.3084,0.4036,-1,-9,main_trial,ok,1,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,168,18,true,1,3,1,up,1600,loss,0.3502,0.3502,0.5307,-1,-10,main_trial,ok,0,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,169,19,true,1,3,3,down,795,win,0.552,0.4233,0.552,1,-9,main_trial,ok,1,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,170,20,true,2,1,2,up,2065,loss,0.1925,0.1925,0.3842,-1,-10,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,171,21,true,3,4,3,up,722,loss,0.5861,0.5861,0.6981,-1,-11,main_trial,ok,0,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,172,22,true,1,4,4,down,991,win,0.733,0.3641,0.733,1,-10,main_trial,ok,1,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,173,23,true,3,1,1,down,2186,loss,0.4256,0.6578,0.4256,-1,-11,main_trial,ok,0,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,174,24,true,3,1,3,up,516,loss,0.6415,0.6415,0.4733,-1,-12,main_trial,ok,1,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,175,25,true,3,2,3,up,930,win,0.6111,0.6111,0.1836,1,-11,main_trial,ok,1,loss,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,176,26,true,4,3,3,down,610,win,0.6972,0.7572,0.6972,1,-10,main_trial,ok,0,win,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,177,27,true,4,3,3,down,550,win,0.6928,0.844,0.6928,1,-9,main_trial,ok,0,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,178,28,true,1,2,1,up,1787,win,0.4234,0.4234,0.1344,1,-8,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,179,29,true,2,1,1,down,1012,loss,0.4031,0.1548,0.4031,-1,-9,main_trial,ok,1,win,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,180,30,true,1,4,4,down,2213,win,0.8316,0.4612,0.8316,1,-8,main_trial,ok,1,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,181,31,true,4,3,3,down,835,win,0.7468,0.757,0.7468,1,-7,main_trial,ok,0,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,182,32,true,3,1,3,up,1073,loss,0.7462,0.7462,0.536,-1,-8,main_trial,ok,1,win,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,183,33,true,1,3,3,down,679,win,0.7617,0.3881,0.7617,1,-7,main_trial,ok,1,loss,1,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,184,34,true,1,2,1,up,1352,loss,0.3286,0.3286,0.245,-1,-8,main_trial,ok,1,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,185,35,true,1,2,1,up,1162,win,0.3546,0.3546,0.1881,1,-7,main_trial,ok,1,loss,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,186,36,true,4,2,4,up,1519,loss,0.8638,0.8638,0.2703,-1,-8,main_trial,ok,1,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,187,37,true,3,2,3,up,543,win,0.7873,0.7873,0.3421,1,-7,main_trial,ok,1,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,188,38,true,4,2,2,down,1884,win,0.3566,0.756,0.3566,1,-6,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,189,39,true,4,3,3,down,829,loss,0.8273,0.7897,0.8273,-1,-7,main_trial,ok,1,win,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,190,40,true,2,4,2,up,2172,loss,0.3673,0.3673,0.7988,-1,-8,main_trial,ok,0,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,191,41,true,1,4,4,down,1323,loss,0.822,0.309,0.822,-1,-9,main_trial,ok,1,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,192,42,true,3,1,3,up,487,win,0.8453,0.8453,0.3255,1,-8,main_trial,ok,1,loss,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,193,43,true,1,2,2,down,1192,loss,0.335,0.3771,0.335,-1,-9,main_trial,ok,0,win,0,0
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,194,44,true,2,3,3,down,586,loss,0.8487,0.3543,0.8487,-1,-10,main_trial,ok,1,loss,0,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,195,45,true,4,3,3,down,796,win,0.8313,0.8238,0.8313,1,-9,main_trial,ok,1,loss,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,196,46,true,1,3,3,down,601,win,0.8932,0.405,0.8932,1,-8,main_trial,ok,1,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,197,47,true,2,3,3,down,415,win,0.8644,0.278,0.8644,1,-7,main_trial,ok,1,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,198,48,true,2,3,3,down,651,win,0.8906,0.2192,0.8906,1,-6,main_trial,ok,1,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,199,49,true,1,3,3,down,396,win,0.8551,0.5678,0.8551,1,-5,main_trial,ok,1,win,1,1
69f7e812b1abc5db9b1d0eac,tlosn0n5,4,200,50,true,4,2,4,up,2418,win,0.8171,0.8171,0.3396,1,-4,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,1,1,true,4,3,4,up,843,loss,0.6013,0.6013,0.3719,-1,-1,main_trial,ok,1,NA,NA,NA
6a04e2a3538404f177aaf602,uzjjdjf0,1,2,2,true,2,4,2,up,723,loss,0.4881,0.4881,0.639,-1,-2,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,3,3,true,4,2,2,down,1389,win,0.4566,0.6015,0.4566,1,-1,main_trial,ok,0,loss,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,4,4,true,3,2,2,down,850,loss,0.4304,0.414,0.4304,-1,-2,main_trial,ok,1,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,5,5,true,1,2,1,up,784,loss,0.1767,0.1767,0.3666,-1,-3,main_trial,ok,0,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,6,6,true,4,3,3,down,853,loss,0.5253,0.679,0.5253,-1,-4,main_trial,ok,0,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,7,7,true,2,4,4,down,1151,loss,0.7524,0.4164,0.7524,-1,-5,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,8,8,true,3,1,1,down,985,loss,0.1306,0.5969,0.1306,-1,-6,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,9,9,true,4,2,4,up,1188,loss,0.813,0.813,0.4922,-1,-7,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,10,10,true,1,4,1,up,1095,loss,0.2636,0.2636,0.8408,-1,-8,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,11,11,true,1,4,4,down,736,win,0.8159,0.2758,0.8159,1,-7,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,12,12,true,4,3,4,up,468,win,0.8522,0.8522,0.6529,1,-6,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,13,13,true,2,3,3,down,912,win,0.6875,0.6156,0.6875,1,-5,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,14,14,true,3,1,3,up,668,win,0.7193,0.7193,0.2439,1,-4,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,15,15,true,4,1,4,up,990,win,0.7327,0.7327,0.1775,1,-3,main_trial,ok,1,win,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,16,16,true,3,2,3,up,1278,win,0.7066,0.7066,0.6046,1,-2,main_trial,ok,1,win,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,17,17,true,4,1,4,up,437,loss,0.7089,0.7089,0.1023,-1,-3,main_trial,ok,1,win,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,18,18,true,3,2,3,up,801,win,0.7663,0.7663,0.5769,1,-2,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,19,19,true,3,1,3,up,798,win,0.682,0.682,0.1082,1,-1,main_trial,ok,1,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,20,20,true,2,4,4,down,802,win,0.6796,0.5473,0.6796,1,0,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,21,21,true,3,2,3,up,555,win,0.5482,0.5482,0.5079,1,1,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,22,22,true,3,4,4,down,774,win,0.7462,0.5697,0.7462,1,2,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,23,23,true,2,4,4,down,551,loss,0.8272,0.6025,0.8272,-1,1,main_trial,ok,1,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,24,24,true,1,2,2,down,1100,win,0.5696,0.2225,0.5696,1,2,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,25,25,true,3,1,3,up,543,win,0.5107,0.5107,0.1748,1,3,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,26,26,true,1,3,3,down,951,loss,0.5763,0.1225,0.5763,-1,2,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,27,27,true,4,1,4,up,1193,loss,0.7772,0.7772,0.1581,-1,1,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,28,28,true,4,3,3,down,1003,win,0.5418,0.8294,0.5418,1,2,main_trial,ok,0,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,29,29,true,4,1,1,down,968,loss,0.2265,0.7773,0.2265,-1,1,main_trial,ok,0,win,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,30,30,true,4,2,2,down,799,loss,0.6176,0.7328,0.6176,-1,0,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,31,31,true,1,2,2,down,629,win,0.6103,0.2605,0.6103,1,1,main_trial,ok,1,loss,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,32,32,true,3,2,2,down,593,win,0.6757,0.5642,0.6757,1,2,main_trial,ok,1,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,33,33,true,3,4,3,up,1357,win,0.5384,0.5384,0.6119,1,3,main_trial,ok,0,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,34,34,true,2,3,3,down,620,win,0.528,0.6221,0.528,1,4,main_trial,ok,0,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,35,35,true,2,4,2,up,1392,win,0.6596,0.6596,0.4975,1,5,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,36,36,true,1,3,3,down,856,win,0.5063,0.2749,0.5063,1,6,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,37,37,true,4,2,4,up,1308,loss,0.4975,0.4975,0.7207,-1,5,main_trial,ok,0,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,38,38,true,1,2,2,down,641,win,0.7065,0.303,0.7065,1,6,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,39,39,true,4,1,1,down,1284,loss,0.2728,0.5172,0.2728,-1,5,main_trial,ok,0,win,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,40,40,true,3,2,3,up,525,loss,0.7332,0.7332,0.6941,-1,4,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,41,41,true,1,4,4,down,1457,loss,0.5259,0.2942,0.5259,-1,3,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,42,42,true,1,3,3,down,921,win,0.6894,0.2964,0.6894,1,4,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,43,43,true,3,2,3,up,904,win,0.7139,0.7139,0.5354,1,5,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,44,44,true,2,3,3,down,719,win,0.6928,0.5154,0.6928,1,6,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,45,45,true,1,2,2,down,1039,loss,0.4741,0.2728,0.4741,-1,5,main_trial,ok,1,win,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,46,46,true,2,3,3,down,1062,win,0.7506,0.439,0.7506,1,6,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,47,47,true,2,3,3,down,697,win,0.7159,0.3843,0.7159,1,7,main_trial,ok,1,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,48,48,true,3,4,3,up,740,loss,0.6927,0.6927,0.4836,-1,6,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,1,49,49,true,3,1,3,up,1001,win,0.6984,0.6984,0.3739,1,7,main_trial,ok,1,loss,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,1,50,50,true,4,3,4,up,951,win,0.387,0.387,0.6342,1,8,main_trial,ok,0,win,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,51,1,false,3,1,3,up,827,loss,0.6195,0.6195,0.4038,-1,7,main_trial,ok,1,win,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,52,2,false,4,2,4,up,1324,win,0.4158,0.4158,0.3897,1,8,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,53,3,false,3,1,1,down,1041,loss,0.392,0.6154,0.392,-1,7,main_trial,ok,0,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,54,4,false,3,4,4,down,1421,win,0.3667,0.621,0.3667,1,8,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,55,5,false,2,1,2,up,1176,loss,0.3564,0.3564,0.3046,-1,7,main_trial,ok,1,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,56,6,false,4,2,4,up,751,win,0.2368,0.2368,0.3634,1,8,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,57,7,false,4,2,4,up,464,loss,0.243,0.243,0.3766,-1,7,main_trial,ok,0,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,58,8,false,2,4,4,down,647,loss,0.1888,0.3858,0.1888,-1,6,main_trial,ok,0,loss,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,59,9,false,1,2,2,down,559,loss,0.461,0.4921,0.461,-1,5,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,60,10,false,4,2,2,down,629,win,0.4881,0.1392,0.4881,1,6,main_trial,ok,1,loss,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,61,11,false,3,2,2,down,976,loss,0.44,0.5565,0.44,-1,5,main_trial,ok,0,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,62,12,false,1,2,1,up,1323,loss,0.5746,0.5746,0.3166,-1,4,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,63,13,false,3,1,3,up,560,win,0.5097,0.5097,0.5929,1,5,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,64,14,false,2,4,4,down,1437,loss,0.168,0.3913,0.168,-1,4,main_trial,ok,0,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,65,15,false,2,3,3,down,1169,loss,0.5541,0.4202,0.5541,-1,3,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,66,16,false,4,1,1,down,2150,loss,0.6103,0.2433,0.6103,-1,2,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,67,17,false,1,2,2,down,787,loss,0.4516,0.5991,0.4516,-1,1,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,68,18,false,1,4,4,down,976,loss,0.3094,0.5968,0.3094,-1,0,main_trial,ok,0,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,69,19,false,3,4,3,up,1342,win,0.5293,0.5293,0.2743,1,1,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,70,20,false,2,4,4,down,1247,loss,0.2358,0.5321,0.2358,-1,0,main_trial,ok,0,win,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,71,21,false,3,2,3,up,1135,loss,0.537,0.537,0.5723,-1,-1,main_trial,ok,0,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,72,22,false,3,2,2,down,1333,loss,0.6133,0.5921,0.6133,-1,-2,main_trial,ok,1,loss,0,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,73,23,false,4,3,3,down,1368,win,0.513,0.2235,0.513,1,-1,main_trial,ok,1,loss,0,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,74,24,false,2,3,3,down,1486,win,0.5067,0.6543,0.5067,1,0,main_trial,ok,0,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,75,25,false,3,4,3,up,1095,win,0.5487,0.5487,0.151,1,1,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,76,26,false,3,4,3,up,756,loss,0.4498,0.4498,0.1619,-1,0,main_trial,ok,1,win,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,77,27,false,1,3,3,down,1294,win,0.482,0.6946,0.482,1,1,main_trial,ok,0,loss,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,78,28,false,3,4,3,up,971,loss,0.4725,0.4725,0.1501,-1,0,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,79,29,false,3,1,3,up,509,win,0.444,0.444,0.5742,1,1,main_trial,ok,0,loss,1,1
6a04e2a3538404f177aaf602,uzjjdjf0,2,80,30,false,4,3,3,down,1102,loss,0.4143,0.1631,0.4143,-1,0,main_trial,ok,1,win,1,0
6a04e2a3538404f177aaf602,uzjjdjf0,2,81,31,false,2,3,3,down,854,loss,0.4321,0.8397,0.4321,-1,-1,main_trial,ok,0,loss,1,1
