"trial_type","trial_index","plugin_version","time_elapsed","participant","prolific_pid","participant_id","session_token","study_id","session_id","screen_width","screen_height","group","card_set","walk_id","timestamp","window_left_ms","window_status","success","timeout","failed_images","failed_audio","failed_video","screen_id","rt","stimulus","response","view_history","value","card_up","card_down","chosen_card","chosen_side","rt_ms","deadline_missed","outcome","p_win_chosen","p_win_up","p_win_down","coins_delta","coins_total","phase","block","trial","trial_in_block","video_present","video_file","question_order","quiz_attempt","quiz_q1","quiz_q2","quiz_q3","quiz_q4","quiz_q5","quiz_q6","quiz_q7","quiz_q8","quiz_q9","quiz_all_correct","free_text_1","free_text_2","free_text_3","free_text_4","final_feedback"
"html-keyboard-response","10","2.1.0","227991","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:04:54.100Z","0","ok","","","","","","practice_trial","","","","","","4","3","4","up","803","false","win","null","null","null","1","0","practice","0","4","4","false","","","","","","","","","","","","","","","","","",""
"call-function","11","2.1.0","227992","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:04:54.100Z","0","ok","","","","","","practice_novideo_zone_unmount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","12","2.1.0","237380","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:03.488Z","0","ok","","","","","","video-practice","9388","<div class=""screen-text"">
    <h1>Videos at the casino station</h1>
    <p>As mentioned, from time to time the casino station will play a short video next to the card game (without sound)</p>
    <p>Let's practice four more rounds, this time with a video playing alongside the cards.</p>
    <p class=""center muted"">Press SPACE to begin</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","13","2.1.0","237390","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:03.498Z","0","ok","","","","","","practice_video_mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","14","2.1.0","242014","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:08.122Z","0","ok","","","","","","practice_trial","","","","","","4","2","4","up","1110","false","win","null","null","null","1","1","practice_video","0","5","1","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","2.1.0","246901","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:13.009Z","0","ok","","","","","","practice_trial","","","","","","3","2","3","up","1386","false","loss","null","null","null","-1","0","practice_video","0","6","2","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","16","2.1.0","251098","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:17.206Z","0","ok","","","","","","practice_trial","","","","","","4","1","4","up","676","false","loss","null","null","null","-1","-1","practice_video","0","7","3","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","2.1.0","256398","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:22.506Z","0","ok","","","","","","practice_trial","","","","","","2","3","3","down","1789","false","win","null","null","null","1","0","practice_video","0","8","4","true","second_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"call-function","18","2.1.0","256399","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:22.507Z","0","ok","","","","","","practice_video_unmount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","19","2.1.0","258495","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:24.603Z","0","ok","","","","","","end-practice","2095","<div class=""screen-text"">
    <h1>Practice Complete</h1>
    <p>Good job! You completed the practice.</p>
    <p class=""center muted"">Press any key to continue</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","20","2.1.0","258496","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:24.604Z","0","ok","","","","","","practice_counter_reset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","21","2.1.0","270150","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:36.258Z","0","ok","","","","","","reminders","11654","<div class=""screen-text"">
  <h1>Reminders</h1>
  <p>Before you begin, here is a quick reminder of the key points from the instructions and tips:</p>
  <ul>
    <li>Each card's chance of winning is independent of the other cards — choose based on each card on its own.</li>
    <li>A card's chance of winning can change over time, so stay focused round to round.</li>
    <li>The location of the cards is random — select only based on the card you see, not its position on the screen.</li>
    <li>You will be able to track your gold coins in real time at the top of the screen.</li>
    <li>Note: your gold coins can go below 0 if you keep losing — there is no floor.</li>
  </ul>
  <p class=""center muted"">Press any key to continue</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","22","2.1.0","273420","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:05:39.528Z","0","ok","","","","","","instructions_test","3269","<div class=""screen-text"">
  <p>We will now start a short quiz about the instructions.</p>
  <p class=""center muted"">Press any key to continue</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","23","2.1.0","307625","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:06:13.733Z","0","ok","","","","","","instructions_test_quiz","34204","","{""quiz_q1"":""4"",""quiz_q2"":""2"",""quiz_q3"":""Press the UP arrow (top card) or DOWN arrow (bottom card)"",""quiz_q4"":""The goal is to earn as many gold coins as I can"",""quiz_q5"":""False - each card's winning chance is independent of the other cards"",""quiz_q6"":""False - a card's winning chance can change as the game goes on, so I should stay focused"",""quiz_q7"":""False - you won't win more or less using UP or DOWN. Only the card itself is related to your chances of winning."",""quiz_q8"":""True - the videos are here to make the task more enjoyable and you can look at them freely"",""quiz_q9"":""It is randomly determined by the dealer each round""}","","","","","","","","","","","","","","","","","","","","","[0,1,2,3,4,5,6,7,8]","1","4","2","Press the UP arrow (top card) or DOWN arrow (bottom card)","The goal is to earn as many gold coins as I can","False - each card's winning chance is independent of the other cards","False - a card's winning chance can change as the game goes on, so I should stay focused","False - you won't win more or less using UP or DOWN. Only the card itself is related to your chances of winning.","True - the videos are here to make the task more enjoyable and you can look at them freely","It is randomly determined by the dealer each round","true","","","","",""
"survey-text","25","2.1.0","389007","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:07:35.115Z","0","ok","","","","","","feedback_instructions","81364","","{""free_text_1"":""To earn as many gold coins as possible."",""free_text_2"":""Probability. Each card has some unknown chance of getting you a gold coin that can change throughout the game."",""free_text_3"":""Up and down arrow keys. They have no influence on winning or losing."",""free_text_4"":""As a momentary reprieve from the game.""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","To earn as many gold coins as possible.","Probability. Each card has some unknown chance of getting you a gold coin that can change throughout the game.","Up and down arrow keys. They have no influence on winning or losing.","As a momentary reprieve from the game.",""
"html-keyboard-response","26","2.1.0","411559","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:07:57.668Z","0","ok","","","","","","start_exp_cards","22551","<div class=""screen-text"">
  <p>We will now move on to the real game.</p>
  <p>You will play 4 events with 50 choice rounds in each event.</p>
  <p>Please note that participants who engage with the task and pay close attention earn a higher bonus than participants who respond randomly.</p>
  <p>Good luck!</p>
  <p class=""center muted"">Press any key to continue</p></div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","27","2.1.0","444603","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:08:30.711Z","0","ok","","","","","","start_block","33043","
        <div class=""screen-text"">
          <h1>Event 1 out of 4</h1>
          <p>You will now start an event. In each round, the dealer will offer you 2 of the 4 cards.</p>
          
        <div class=""card-preview-row"">
          <img class=""card-preview-img"" src=""assets/cards task/test/set4/1.png""><img class=""card-preview-img"" src=""assets/cards task/test/set4/2.png""><img class=""card-preview-img"" src=""assets/cards task/test/set4/3.png""><img class=""card-preview-img"" src=""assets/cards task/test/set4/4.png"">
        </div>
          <p>Use the UP or DOWN arrow keys to make your selection. Please do your best to win as many gold coins as possible!</p>
          <p>Remember that only the cards (not their positions) are important when you choose, and that cards can change over time — stay focused.</p>
          <p>This is a video-on round: a video will play next to the card game. It is there just for your own fun, so you won't get bored — feel free to watch it as you like, it has no effect on your cards or winnings.</p>
          <p class=""center muted"">Press SPACE to start</p>
        </div>"," ","","","","","","","","","","","","","","","main","1","","","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"call-function","28","2.1.0","444605","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:08:30.714Z","0","ok","","","","","","block_video_mount","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","2.1.0","450367","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:08:36.475Z","0","ok","","","","","","main_trial","","","","","","3","4","3","up","2215","false","win","0.5575","0.5575","0.6493","1","1","main","1","1","1","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","30","2.1.0","455981","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:08:42.089Z","0","ok","","","","","","main_trial","","","","","","4","1","1","down","2109","false","loss","0.3906","0.6494","0.3906","-1","0","main","1","2","2","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","31","2.1.0","460665","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:08:46.773Z","0","ok","","","","","","main_trial","","","","","","1","3","3","down","1159","false","win","0.6768","0.3469","0.6768","1","1","main","1","3","3","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","32","2.1.0","465465","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:08:51.573Z","0","ok","","","","","","main_trial","","","","","","4","3","3","down","1290","false","loss","0.6068","0.5837","0.6068","-1","0","main","1","4","4","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","33","2.1.0","470131","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:08:56.239Z","0","ok","","","","","","main_trial","","","","","","4","2","4","up","1151","false","win","0.5221","0.5221","0.7427","1","1","main","1","5","5","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","34","2.1.0","474667","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:00.775Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","1008","false","win","0.6148","0.6148","0.1617","1","2","main","1","6","6","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","2.1.0","479598","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:05.706Z","0","ok","","","","","","main_trial","","","","","","4","1","1","down","1402","false","loss","0.2325","0.5263","0.2325","-1","1","main","1","7","7","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","36","2.1.0","483927","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:10.035Z","0","ok","","","","","","main_trial","","","","","","2","3","3","down","819","false","win","0.6682","0.7968","0.6682","1","2","main","1","8","8","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","37","2.1.0","488998","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:15.106Z","0","ok","","","","","","main_trial","","","","","","1","2","1","up","1558","false","loss","0.2519","0.2519","0.8191","-1","1","main","1","9","9","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","38","2.1.0","494433","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:20.541Z","0","ok","","","","","","main_trial","","","","","","2","4","4","down","1917","false","win","0.4453","0.8323","0.4453","1","2","main","1","10","10","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","39","2.1.0","498831","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:24.939Z","0","ok","","","","","","main_trial","","","","","","1","3","3","down","880","false","win","0.6813","0.2566","0.6813","1","3","main","1","11","11","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","40","2.1.0","503335","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:29.443Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","996","false","loss","0.689","0.689","0.3862","-1","2","main","1","12","12","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","41","2.1.0","507494","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:33.602Z","0","ok","","","","","","main_trial","","","","","","3","1","3","up","650","false","loss","0.6252","0.6252","0.375","-1","1","main","1","13","13","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","42","2.1.0","511698","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:37.806Z","0","ok","","","","","","main_trial","","","","","","3","2","3","up","690","false","loss","0.6235","0.6235","0.8042","-1","0","main","1","14","14","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","43","2.1.0","516798","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:42.907Z","0","ok","","","","","","main_trial","","","","","","4","2","4","up","1595","false","win","0.4136","0.4136","0.8301","1","1","main","1","15","15","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","44","2.1.0","521267","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:47.375Z","0","ok","","","","","","main_trial","","","","","","3","4","4","down","947","false","win","0.508","0.5885","0.508","1","2","main","1","16","16","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","45","2.1.0","526522","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:52.630Z","0","ok","","","","","","main_trial","","","","","","3","1","1","down","1752","false","win","0.4368","0.5355","0.4368","1","3","main","1","17","17","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","46","2.1.0","531617","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:09:57.725Z","0","ok","","","","","","main_trial","","","","","","3","2","2","down","1578","false","win","0.7827","0.6427","0.7827","1","4","main","1","18","18","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","47","2.1.0","536191","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:10:02.299Z","0","ok","","","","","","main_trial","","","","","","3","4","4","down","1044","false","loss","0.5486","0.5872","0.5486","-1","3","main","1","19","19","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","48","2.1.0","540720","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:10:06.829Z","0","ok","","","","","","main_trial","","","","","","4","3","4","up","1011","false","win","0.52","0.52","0.6772","1","4","main","1","20","20","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","49","2.1.0","545361","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:10:11.469Z","0","ok","","","","","","main_trial","","","","","","2","3","2","up","1135","false","win","0.8428","0.8428","0.6854","1","5","main","1","21","21","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","50","2.1.0","550834","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:10:16.942Z","0","ok","","","","","","main_trial","","","","","","4","1","4","up","1969","false","loss","0.4875","0.4875","0.3438","-1","4","main","1","22","22","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","51","2.1.0","555357","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:10:21.465Z","0","ok","","","","","","main_trial","","","","","","3","4","4","down","1004","false","loss","0.5501","0.7474","0.5501","-1","3","main","1","23","23","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
"html-keyboard-response","52","2.1.0","559799","","6a039c17b67cd6ddabb9bd5c","lbtsx55q","gnpjtlgl","6a645a5fa766b6fd5a83642a","6a6f77bb26a3cf8e27524840","2560","1440","A","set4","2","2026-08-02T17:10:25.907Z","0","ok","","","","","","main_trial","","","","","","3","2","2","down","936","false","win","0.8868","0.8476","0.8868","1","4","main","1","24","24","true","first_video_cats_and_dogs_compressed.mp4","","","","","","","","","","","","","","","","",""
